Video Name,Title,Category,Anomaly Tag,Video Description,Reasoning behind Normality/Anomalies,,,,
smartbench_0697,ring_00273,Wildlife,Abnormal,"The video, captured by a Ring doorbell camera, shows a brick house entrance at night. A hanging basket with flowers is positioned on the left wall. A small statue sits on the ground to the left of the entrance. The walkway leading to the door is illuminated by a streetlight in the background. A large snake enters the frame from the right, moving slowly across the camera lens. The snake's body obscures the view as it moves down the wall. The environment remains unchanged throughout the video.","A snake appears at the entrance of a house, slithering around. This could potentially cause damage to the homeowner's property, or even attack people and other animals, causing trouble. This is considered an anomaly.",,,,
smartbench_0698,ring_00276,Security,Abnormal,"The video, captured by a Ring security camera at night, shows a man in a white t-shirt, dark pants, and a face mask walking from the left side of the frame towards the right. He appears to be holding a small, dark object in his left hand. The man walks with a steady gait and upon noticing the camera recording him, he abruptly stops. He then begins back peddling and disappears out of the frame after a few seconds. The environment is dark, illuminated only by the camera's night vision and a faint light source emanating from inside the house through a window on the right side of the frame. The area appears to be a patio or backyard with a wall visible in the background. There are some bushes or trees behind the wall, barely visible in the darkness.","At the entrance of the house, a man wearing a hat and mask gradually approaches. Upon noticing the security camera at the door, he quickly leaves the scene. This behavior may indicate an attempted theft, and is considered anomalous.",,,,
smartbench_0699,ring_00278,Wildlife,Normal,"The video shows a wooden deck railing with two bluebirds perched on it. The bluebird on the left is a fledgling, identifiable by its speckled chest. It chirps with its beak open, facing the adult bluebird on the right. The adult bluebird, with a smooth orange breast, picks up and drops bits of food from the railing. The fledgling continues to chirp, while the adult bluebird briefly looks around before resuming its pecking. The environment appears to be a sunny day, with lush green trees and a brick house visible in the background. The camera angle suggests it is mounted on the railing, providing a close-up view of the birds.","The video shows two birds eating birdseed on a wooden railing. One bird picks up a piece of food and eats it. The other bird also picks up a piece of food and eats it. The birds are behaving as expected in this scenario, indicating a normal event.",,,,
smartbench_0700,ring_00283,Wildlife,Abnormal,"The video, captured by a Ring security camera, shows a concrete porch bathed in sunlight. A chipmunk enters the frame from below the porch and eats peanuts from a pile on the porch. After consuming one, it takes another and scurries away to the right. A gray squirrel then enters, picks up a peanut, and turns around to eat it. Two peanuts remain on the porch as the video ends.","A squirrel is eating peanuts at the front door of a house. Wild animals may cause damage to the homeowner's property and bring trouble, which is considered an anomaly.",,,,
smartbench_0701,ring_00284,Security,Abnormal,"The video, captured from a high angle at night, shows a driveway with a white car parked on the left and a silver pickup truck on the right. A person wearing a hooded sweatshirt on a bicycle, rides up to the silver pickup truck. The person briefly pauses and attempts to open the pickup truck's door. The person's face is not visible due to the low light conditions and the hood obscuring their face. The motion sensor light comes on, startling the person and causing them to turn around and ride away. The environment is dimly lit, with the only light sources being a streetlight in the distance and a light attached to the house.","In the video, several cyclists stop by a parked vehicle at a doorway, approach it, and attempt to open it. They quickly flee the scene when the lights turn on, suggesting possible theft activity. This is considered an anomaly.",,,,
smartbench_0702,ring_00286,Wildlife,Abnormal,"The video features a silver sedan parked on the driveway of a home. The driver's car door is open with a black bear standing on the driver's seat. The bear walks around inside the car, moving between the front seats and the back seats. The bear sniffs the car door before exiting the car and walking along the driveway. The bear briefly stops to sniff a bush in the bottom right of the frame, before exiting the frame, walking down the driveway on the right. The weather outside is clear and the scene is well-lit.","A black bear climbed into a car parked at the entrance and rummaged around inside before exiting and leaving. The bear's actions could potentially cause damage to the vehicle or the homeowner's property, which is considered an anomaly.",,,,
smartbench_0703,ring_00289,Baby Monitoring,Normal,"The video, captured by a Ring doorbell camera, shows a man standing in the entryway of a house, holding a toddler. The man is wearing a black t-shirt and the toddler is wearing a light-colored t-shirt and red shorts. A white car is parked behind them on the right. The man is talking to someone inside the house, presumably through the doorbell camera. He is smiling and waving. The toddler is looking around and appears calm. The environment appears to be daytime with overcast skies, and the ground looks wet, suggesting it might have rained recently. The man concludes the interaction with a 'bye' gesture and turns to leave, walking towards the right side of the frame with the toddler still in his arms.","The video depicts a normal family interaction at a house entrance. A man holding a baby greets someone inside the house through the Ring doorbell. He speaks to the person inside and asks the baby to say goodbye. The man then says goodbye and walks away with the baby. No unusual objects or movements are observed, and the environment appears safe and ordinary.",,,,
smartbench_0704,ring_00292,Pet Monitoring,Abnormal,"The video, captured at night by a Ring security camera, shows a driveway with three cars parked in a line. A white horse and a black and white horse enter the driveway from the left. The black and white horse briefly stands next to the white horse before turning right and exiting the driveway. The white horse remains on the driveway, looking around. It briefly walks towards the right side of the driveway and exiting the driveway in the same direction as the other horse. The driveway is well-lit, and the environment appears calm.","Two horses appear around the house and loiter nearby, which could potentially cause damage to the homeowner's property. This is considered an anomaly.",,,,
smartbench_0705,ring_00293,Security,Vague Abnormal,"The video, captured by a Ring doorbell camera, shows a covered porch with two chairs, a small table, and hanging plants. A woman in a gray hoodie walks onto the porch, holding a yellow object, possibly a cleaning cloth. She trips while walking up the porch steps, causing her to stumble over. She stands up and begins laughing, presumedly of her clumsiness. A man in a teal hoodie approaches from the right, carrying two 12-pack Pepsi boxes. He smiles and laughs, commenting on the woman stumbling over. The man enters the porch, briefly struggles to open the door while holding the boxes, and steps inside. He continues talking to the woman. The woman laughs and says, 'Oh my God.' The man says, 'That was a good time,' and laughs. The woman laughs and says, 'I bit my lip because I didn't know whether to laugh or cry or what.' The man exits the porch and walks in to the right. The woman enters the house, closing the door behind her. The video ends with a view of the empty porch and the street beyond.","A woman trips while climbing the stairs, potentially resulting in injury. This is considered an ambiguous anomaly.",,,,
smartbench_0706,ring_00295,Security,Abnormal,"The video, captured by a Ring security camera, shows a wooden porch at night. A person wearing a dark hoodie and is wheeling a covered grilled, walking from the left side of the porch towards the stairs on the right. The person's face is blurred. As the person approaches the stairs with the grill, a person using the security camera mentions calling the police and advises the other person against taking the grill. This causes the person in the dark hoodie to drop the covered grill and quickly leave, descending down the stairs and out of sight. The camera view remains focused on the empty porch, which is enclosed by a wooden fence. A streetlight illuminates the area, revealing a parked car in the background.","In the video, a man attempts to move items parked at the entrance of a house. He quickly leaves the scene after the owner issues a warning, suggesting possible theft. This is considered an anomaly.",,,,
smartbench_0707,ring_00298,Wildlife,Abnormal,"The night-vision video, recorded by a Ring security camera, shows a black bear in a homeowner's yard. The bear, initially at the center of the frame, walks towards a small pine tree. It stands on its hind legs and reaches up the tree with its right paw, as if searching for something. The bear then drops to all fours and walks to the left, exiting the frame. The camera remains focused on the spot where the bear exited for the remainder of the video. The environment is dark, illuminated only by the infrared camera.","A bear has appeared around the house and is lingering nearby. This could potentially cause damage to the homeowner's property, or even attack people and other animals, causing trouble. This is considered an anomaly.",,,,
smartbench_0708,ring_00302,Wildlife,Abnormal,"The video, captured from a Ring doorbell camera, shows a porch with a white railing and two potted plants. An American flag hangs from the porch roof. A lake and houses are visible in the background. The camera's view is partially obstructed by a brick wall on the left. A snake appears on the left, from behind the brick wall. The snake slowly slithers towards the camera before moving across the camera lens as it heads upwards.  The environment appears to be daytime with cloudy skies.","A snake appears at the railing of the doorway, crawling towards the house door. This could potentially cause damage to the homeowner's property, or even attack people and other animals, causing trouble. This is considered an anomaly.",,,,
smartbench_0709,ring_00303,Pet Monitoring,Normal,"The video, recorded with a Ring camera, shows a large, fluffy, black and white dog named Kimbo walking across a shiny, tiled floor in a well-lit room. A woman can be heard using the camera, speaking Spanish to the dog throughout the video. The dog is initially at the center of the frame, walking towards the left. It then pauses briefly, turns its head slightly to the right, and continues walking in the same direction. The dog's tail is wagging slightly throughout the video. The room features a dining table with chairs, large windows with vertical blinds, a floor lamp, and a kitchen counter with bar stools in the background. The overall environment appears calm and normal.","The video shows a normal pet monitoring event. The voice in the video seems to be the dog's owner, watching and talking to her dog using the camera. The voice is calm and happy throughout the video. Nothing happens in the video that warrants any concern.",,,,
smartbench_0710,ring_00305,Security,Abnormal,"The nighttime video, captured by a Ring security camera, shows a driveway with four parked cars. A person wearing a hooded sweatshirt walks from the street, tries the handle of the passenger's side door of a dark-colored Toyota, then tries the handle of a silver BMW, finding both locked. Another individual wearing a hooded sweatshirt appears, checking the passenger-side doors of a white SUV. A car alarm goes off causing the people to run away down the street and disappears from view. The environment is dark, illuminated only by the camera's night vision and the faint glow of distant streetlights.","At the entrance of the house, several individuals were seen stealthily approaching vehicles parked at the doorway and roadside, attempting to open them. They quickly fled the scene after triggering the alarm, indicating potential theft. This is considered an anomaly.",,,,
smartbench_0711,ring_00306,Kid Monitoring,Vague Abnormal,"The video, captured by a Ring.com security camera, shows a young girl with dark hair wearing a pink shirt and black pants on the porch of a house. The porch has white railings and pillars. A brick path leads from the porch to the street. The girl is dancing around in front of the camera. She performs many dance movements and does multiple spins, eventually turning to face the street, then turning back and performs a cartwheel towards the right side of the frame. After the cartwheel, she continues performing dance moves, briefly pausing to adjust her shirt. The environment is daytime with natural light and suggests clear weather. No other individuals or notable objects are visible in the video.","A little girl is dancing and playing at the door, with no adults nearby. The situation of being alone could potentially lead to accidents, which is considered an anomaly.",,,,
smartbench_0712,ring_00307,Pet Monitoring,Vague Abnormal,"The video, captured by a Ring.com security camera, shows a mother duck leading her large group of ducklings through a rocky garden bed. The ducklings, small and yellow with brown markings, follow closely behind their mother in a single-file line. They walk from the left side of the frame towards the right, their tiny legs moving quickly. The mother duck, larger and brown with a white stripe behind her eye continues to lead her offspring. The garden bed is composed of various-sized rocks and includes a patch of small white flowers in the bottom left corner. The camera angle is low to the ground, providing a close-up view of the ducks. The environment is bright, suggesting a sunny day.","A flock of wild ducks has appeared around the house. The presence of wildlife could potentially cause damage to the homeowner's property and create inconvenience, which is considered an anomaly.",,,,
smartbench_0713,ring_00308,Security,Abnormal,"The video, captured from a rooftop security camera at night, shows a person walking from the right to the left side of the frame. The person, whose face is obscured, appears to be wearing dark clothing. They pause briefly near a white wall before continuing to walk. A swinging bench is visible on the left side of the frame. The rooftop is covered in square tiles, and a metal pergola with a table underneath is situated on the right. A chain-link fence is visible on the far right edge of the frame. An alarm goes off as the person walks along the white wall. This causes to person to move more quickly, leaving the frame on the left by jumping over the wall. The environment is dark, illuminated only by artificial light sources from the surrounding area and the camera's night vision.","A suspicious individual was seen loitering in the yard. After the alarm was triggered, they quickly scaled the wall and fled, suggesting possible theft. This is considered an anomaly.",,,,
smartbench_0714,ring_00318,Wildlife,Abnormal,"The video, captured by a Ring doorbell camera at night with black and white footage, shows a woman with dark hair in a bun wearing a t-shirt and pants approaching the door. She is carrying a package and a purse. A young child follows closely behind her. A small animal quickly scurries by the two people. Running under a tricycle and leaving down the stairs. The small animal startles the woman causing her to scream and slightly fumble the items she's holding. She laughs about her shock and excitedly tells the child to ""Get us in the house!"" The woman unlocks and opens the door, continuing to laugh and say, ""Hurry up, man!"" The video ends with the woman and child entering the house and the door closing.","At the entrance of the house, a lady and a child returning home were startled by an animal that suddenly darted out. This could potentially cause damage to the homeowner's property and bring about inconvenience, thus it is considered an anomaly.",,,,
smartbench_0715,ring_00330,Security,Normal,"The video, captured by a stationary Ring camera, shows a sunny suburban street scene with a blue Republic Services garbage truck collecting trash. The truck attempts to lift a black trash bin with its automated arm, but accidentally knocks over the bin. The garbage truck driver then skillfully controls the arm to flip the trash bin upright, then successfully picks up and empties the bin into the truck's container. After emptying the bin, the arm returns it upright to the sidewalk. The truck then moves forward, passing the camera's view as it continues its route. A white car is briefly visible parked in the driveway of a house across the street. The environment is calm and typical for a residential neighborhood on a garbage collection day.",The video shows no signs for distress or concern throughout. The garbage truck driver being able to control the truck's arm to flip the knocked over trash bin back upright is noteworthy but overall the video is uneventful. ,,,,
smartbench_0716,ring_00331,Kid Monitoring,Normal,"The video, captured by a Ring doorbell camera, shows a front porch scene on a sunny day. Two children with backpacks, a girl and a younger boy, exit the house. The girl follows the younger boy, descending the porch steps and heading rightward across the lawn. A man and another young boy then also exit the house carrying backpacks. The man then appears to forget something and turns around and enters back into the home with the boy, exiting the frame to the left.","The video shows a normal event of children leaving for school with their father. Two children with backpacks exit the house, followed by their father and another child. The father turns back and enters back into the home, likely forgetting something inside. Everyone in the video seems calm and nothing concerning happens throughout the video.",,,,
smartbench_0717,ring_00332,Pet Monitoring,Normal,"The video is captured with a Ring security camera. The video is in black and white indicating the camera is in night vision mode. The video features a black dog in a hallway standing above a set of stairs and handrail. There is a plastic curtain in the hallway. The dog examines the curtains and begins to walk through them. The dog's owner watches and talks to the dog using the camera. The owner calls to their dog by name, saying ""Lou, go back downstairs."" This causes the dogs to look directly at the camera through the plastic curtain. The owner then says, ""Lou, lay down. Lou Lou, go back downstairs."" The dog then steps fully past the curtain causing the owner to yell, ""No! No!"" This finally causes the dog to turn around and head back down the stairs, leaving the camera's view from the bottom of the frame.","The video shows a dog exploring a hallway that is partially blocked off by a plastic sheet. A person is heard calling the dog by name and instructing it to go back downstairs. The dog hesitates but eventually retreats back through the plastic sheet. This is a normal event as it depicts a typical interaction between a pet and its owner, with the owner setting boundaries and the dog obeying.",,,,
smartbench_0718,ring_00337,Pet Monitoring,Normal,"The video, captured by a Ring security camera, shows a grassy backyard with a wooden fence and a small pond with a rock border in the right third of the frame. Two white ducks are positioned in the left third of the frame, facing each other. They stare at each other throughout the video while bobbing their heads up and down at one another. The environment appears to be overcast, suggesting an absence of direct sunlight. The overall ambiance of the video is peaceful and uneventful, characteristic of typical animal behavior in a domestic setting.","The video depicts two ducks moving freely within the confines of their designated area, which appears to be an enclosure or a backyard. Their movements, such as waddling, interacting with each other, and exploring their surroundings, are characteristic of typical duck behavior. The absence of any erratic movements, signs of distress, or external threats further supports the normality of the events.",,,,
smartbench_0719,ring_00339,Security,Normal,"The video, captured by a Ring doorbell camera, shows a woman with shoulder-length dark hair and glasses approaching the entrance to a home. She is wearing a long-sleeved shirt, a plaid jacket, dark pants, and carrying a large purse and a green drink. The ground outside is covered in snow. A person watching the woman through the doorbell camera, greets her, tells her to come downstairs, and that they are in the basement. Upon hearing the doorbell user's comments, the woman at the front door begins playfully dancing and spinning for the camera. She then opens the front door and enters into the home, with the doorbell user laughing and saying, ""Okay, get in here."" ","The video shows a playful and lighthearted interaction between a woman returning home and someone watching her using the doorbell camera. The woman laugh and dance, showing no signs of concern or distress throughout the video.",,,,
smartbench_0720,ring_00342,Security,Abnormal,"The video, captured by a Ring doorbell camera at night, shows a white SUV parked in a driveway. A police officer, wearing a dark uniform and a cap, approaches the door from the left. A small unidentified object, likely a bird or bat, flies out from the top corner of the entrance, startling the officer. The officer backs up looking at the object flying around above. Eventually the officer slowly walks up to the front door with his head ducked. He cautiously opens the door and walks inside. The environment is dimly lit, with the only light source being the doorbell camera's built-in light. There are no significant changes in the environment during the video.","A man was startled by a flying insect at the entrance of a house as he was about to enter. This insect may have the ability to attack people, which is considered an anomaly.",,,,
smartbench_0721,ring_00345,Security,Abnormal,"The video, captured at night by a Ring doorbell camera, shows a residential street illuminated by streetlights. A two-story residential building with multiple units and garages is visible in the background. A small tree stands in the foreground on the right side of the frame, with a sidewalk running alongside it. A man wearing a light-colored hooded sweatshirt and dark pants enters the frame from the right, walking quickly towards the camera, attempting to conceal his identity. He briefly bends over, attempting to pick up an unseen object below the camera's view. As he does this the doorbell camera's automated message goes off, saying, ""Hi, you are currently being recorded."" This causes the man to quickly turn around and leave, exiting the frame on the right. The environment is calm and quiet, with no significant changes in lighting or weather conditions.","In the video, a man approaches the front door of a house and attempts to take items from the entrance. Upon hearing a voice broadcast, he flees the scene. This may indicate a potential theft, which is considered an anomaly.",,,,
smartbench_0722,ring_00347,Pet Monitoring,Abnormal,"The video, captured by a Ring doorbell camera, shows a covered porch with two pillars, a bench to the right, and a view of a street and houses in the background. A goat, light brown with dark ears, walks on the porch while making noise. The goat then appears to enter the front door. A man and woman can heard inside. Next, the woman, wearing a plaid shirt, appears on the porch with the goat, expressing concern about the goat. Then, the man, wearing a dark shirt and jeans, exits the home onto the porch. The man comments about the goat saying, ""I don't know whose it is."" The woman laughs and says, ""He's freaking me out!"" The man and woman engage in a brief conversation, talking about the goat randomly appearing on the doorbell camera. The video ends with the man and woman walking off the porch to the left.","A sheep appeared at the front door of a house and intruded inside. It left the house under the homeowner's expulsion. The pet was alone outside without its owner, which could indicate that the pet escaped from home. This is considered an anomaly.",,,,
smartbench_0723,ring_00350,Security,Normal,"The video, captured by a Ring doorbell camera at night, shows a man standing on a porch. He is wearing a dark-colored t-shirt. The porch features white pillars with a wind chime hanging from the ceiling. A streetlight illuminates the road and a grassy area in front of the house. The man repeatedly sings 'Happy Birthday to you,' looking directly at the camera. He  says 'Eh' twice after the first repetition and once after the second. He then sings 'Happy Birthday to Fatima, Happy Birthday to you,' followed by three more 'Eh's. He leans slightly towards the camera while singing 'Fatima's' name.",The video shows a person singing happy birthday to presumedly the doorbell camera's owner. The song seems to simply be a kind gesture from the man to the homeowner. Nothing else happens in the video that warrants concern or distress.,,,,
smartbench_0724,ring_00351,Baby Monitoring,Normal,"The video, captured at night by a Ring.com doorbell camera, shows a man carrying a baby on a porch, dancing around, swaying the baby back and forth. A woman, also on the porch, excitedly claps her hands and jumps in place. The man lightly bounces the baby as they approach the woman. The woman kisses the baby. The man turns and walks off the porch. The woman follows him, holding a pink sippy cup. A golden retriever runs past the woman and off the porch. The porch is empty.","The video shows a family dancing and having fun at the entrance to their home. The family enters the house, and the dog follows them. This is an unconcerning scene of a family home and is considered normal.",,,,
smartbench_0725,ring_00353,Security,Normal,"The video, captured by a Ring doorbell camera, shows a sunny day with clear skies. A police officer, wearing a dark-colored uniform and carrying a document in his hand, approaches the front door. He rings the doorbell and waits for a response. A unique, automated announcement is heard saying, ""Ladies and gentlemen! The reigning champion of the house! Oh, uh, I guess they're a no show, eh, please leave a message.""  The man smiles and laughs as he listens to the automated message. He then says ""That's funny."" in response to the automated message before leaving a slip of paper on the door handle. Before leaving, he comments, ""Love the doorbell."" indicating his amusement with the situation. The officer then exits the porch and walks away from the house.",The video shows a calm and fun interaction between the officer and the automated voice message. The environment appears calm and safe and the officer is relaxed. There are no concerning signs throughout the video. ,,,,
smartbench_0726,ring_00354,Wildlife,Abnormal,"The video, captured by a Ring doorbell camera at night with infrared illumination, shows a man leaving the front door. He is wearing a hooded jacket, pants, and glasses. He walks up the wooden stairs, briefly looking around before noticing something on the walkway below. He quickly turns around, saying, ""Oh my,"" and quickly heads back to the front door. He quickly opens the door while turning to look behind him. A bear enters into frame having entered from the walkway below. The man quickly enters into the home leaving the porch empty. The environment is dark, with the only light source being the camera's infrared LEDs. ","Upon leaving the house, the homeowner spotted a black bear at the entrance and was chased, quickly retreating back into the room. Wild animals like this could potentially damage the homeowner's property, or even attack people and other animals, causing trouble. This is considered an anomaly.",,,,
smartbench_0727,ring_00357,Pet Monitoring,Normal,"The video is captured with a Ring camera. The video shows the inside of a living room with a white light in the background. There is a dining table on the left in the foreground, as well as a blue couch on the right. Two cats, one with black fur and another with white fur, can be seen lounging on the blue couch. The video then changes to a new shot with the camera slightly moved and a stairwell light now turned on. The white cat is now sitting on the dining table, facing away from the camera. A man can be heard using the camera to talk to the cat in Spanish. The cat looks at the camera, appearing to listen to the man talk.",The video shows a normal pet monitoring event. The cats in the video appear calm and safe and nothing in the video is shown to warrant any concern or distress.,,,,
smartbench_0728,ring_00359,Wildlife,Vague Abnormal,"The video shows a white metal gate with a pointed top. The gate is closed. The gate is attached to two stone pillars. There is a stone wall to the right of the gate. There is a light fixture on top of each pillar. The light fixtures are turned on. The driveway is made of cobblestones. There is a piece of wood on the ground in the driveway. A small bird with a black head and white cheeks flies into the frame from beyond the gate and briefly stares at the camera. The bird then flies away out of the frame, back beyond the gate. The lighting suggests it is either dawn or dusk.","A small bird is flying around the house. Wild animals may cause damage to the homeowner's property and bring trouble, which is considered a vague anomaly.",,,,
smartbench_0729,ring_00361,Pet Monitoring,Abnormal,"The video, captured by a Ring indoor security camera, shows a hallway with a white door on the left and a white baby gate in the center. Two dogs, one brown and white and the other white with brown markings, are initially behind the gate. The brown and white dog jumps over the gate and exits the hallway. The white dog remains behind the gate. White feathers are scattered on the floor, suggesting the dog may have destroyed an object. A person calls out to the dogs, first asking for 'Hazel' and then 'Hank'. The brown and white dog, identified as Hank, returns to the gate, and the person exclaims, 'Bad boy!' The video ends with Hank at the gate.","In the absence of its owner, the puppy climbed over the fence in an attempt to escape. This is considered an anomaly.",,,,
smartbench_0730,ring_00362,Wildlife,Abnormal,"The nighttime video, captured by a Ring security camera, shows a raccoon approaching a residential patio door. The raccoon, with its distinctive black mask and ringed tail, walks from the right side of the frame towards the door. It pauses briefly by a wicker basket placed next to the door. The raccoon then sniffs around the door frame, seemingly looking for food. It stands on its hind legs to investigate the basket before resuming its search. A cat, visible through the glass door, observes the raccoon's movements. The raccoon, startled by the cat's sudden appearance, jumps back before regaining its composure. It continues to sniff around the door frame before the video ends.",A raccoon has been spotted around the house during the night. This is considered an anomaly.,,,,
smartbench_0731,ring_00367,Wildlife,Abnormal,"The video, captured by a Ring security camera, shows a snowy backyard at night. A chain-link fence divides the yard, with a raised garden bed in the background. A deer is present in the scene, walking across the snow-covered lawn. It pauses briefly, looking around. The deer then turns and jumps over the fence, walking further away from the camera. Another deer appears walking the same direction as the first deer. The video ends with the second deer looking at the fence that the first deer jumped over.","Two deer appear around the house and leap over the fence. Wild animals may cause damage to the homeowner's property and bring trouble, which is considered an anomaly.",,,,
smartbench_0732,ring_00372,"Security, Wildlife, Pet Monitoring",Abnormal,"The video, captured by a Ring security camera, shows the front porch of a house in a snowy environment. Two black dogs are playing in the snow-covered yard along with two people on the right. A large moose enters the yard from the left side of the frame, walking from behind a blue SUV. The moose briefly pauses in the center of the yard for the remainder of the video. Upon noticing the moose the dogs and people runs off, exiting the frame on the right. The environment is bright and sunny, indicating daytime. The snow suggests recent snowfall or cold temperatures.","A moose appeared at the front door of a house, scaring away a small dog and people. Wild animals may cause damage to the homeowner's property, and even attack people and other animals, causing trouble. This is considered an anomaly.",,,,
smartbench_0733,ring_00374,Wildlife,Abnormal,"The video, captured by a Ring security camera at night, shows a driveway with three parked vehicles: a silver Honda CRV in the foreground, a black Jeep Wrangler behind it, and a white U-Haul truck in the background. A black bear enters the scene from the bottom left, approaching the CRV. It proceeds to knock over a green trash bin positioned next to the car and rummages through its contents. After a short while, the bear disengages from the bin, carrying a trash bag in its mouth, and walks around the CRV. The bear briefly disappearing from view before reappearing and jumping up on a short brick wall, still carrying the trash bag. The bear then begins eating the contents of the trash bag. The environment remains consistent throughout the video, with no significant changes in lighting or weather conditions.","A black bear appeared at the front door of a house, knocked over the trash can, and carried away the garbage, causing damage to the homeowner's property. It even attacked people and other animals, causing trouble and is considered an anomaly.",,,,
smartbench_0734,ring_00387,Pet Monitoring,Abnormal,"The video, captured by a Ring indoor camera, shows a kitchen scene. A brown dachshund enters the scene from the left and approaches a cabinet under the counter. The cabinet doors are initially closed. The dog sniffs the cabinet doors, then proceeds to open the right door with its mouth. The dog continues to sniff inside the opened cabinet, revealing a black trash can with a white trash bag inside. The dog attempts to pull the trash bag out of the can using its mouth, but is unsuccessful. The dog continues to sniff inside the cabinet and around the trash can. The dog eventually fully opens the cabinet door. The dog continues to pull at the trash can. The video ends with the dog pulling the trash can over causing it to fall down and out of view, below the camera. The kitchen appears well-lit throughout the video. ","In the absence of its owner, the puppy opened the cabinets in the house and knocked over the trash can, causing damage to the owner's property. This is considered an anomaly.",,,,
smartbench_0735,ring_00394,Kid Monitoring,Normal,"The video, captured at night by a Ring.com security camera, shows a driveway and front yard. A red pickup truck is parked on the street, facing away from the camera. A young boy in a dark shirt and shorts tosses a basketball with his back facing the hoop. The basketball goes through the hoops without touching the rim. The boy exclaims, ""Oh! Oh! Oh my!"" He then says, ""Did you see that? I made it back with swoosh!"" Another voice, presumably off-camera, responds with laughter. The boy then disappears from view, presumably entering the house. The environment is dimly lit, with the only light sources being streetlights and the camera's night vision.","The video depicts a child playing basketball in their driveway during the evening. The child successfully makes a basket and expresses excitement. The presence of a basketball hoop, a child engaging in play, and typical nighttime lighting all contribute to the normalcy of the scene.",,,,
smartbench_0736,ring_00398,Wildlife,Abnormal,"The video, captured at night by a Ring.com doorbell camera, shows a buck with antlers approaching a house. The buck is initially at the edge of a walkway, sniffing at a plant on the left side of the frame. It walks towards the house. The camera's motion detection triggers an automated voice message stating, 'Hi, you are currently being recorded.' The buck is startled by the message and quickly runs away through the front lawn, disappearing from the frame. The camera continues to record the empty porch and yard. Other visible objects include an American flag, a rooster decoration on the wall, a decorative goose statue, and a porch chair with a checkered pattern.","A deer appeared at the front door of a house and fled upon hearing a voice broadcast. Wild animals may cause damage to the homeowner's property and bring trouble, which is considered an anomaly.",,,,
smartbench_0737,ring_00400,Wildlife,Abnormal,"The video, captured by a Ring security camera at night, shows a red fox on a porch. The fox enters from the left and approaches two dog bowls on a patterned rug. It briefly inspects the first bowl, which appears empty, before turning its attention to the second bowl containing several white, round objects, possibly eggs. The fox sniffs and examines the round objects in the bowl. Throughout the video, the fox displays cautious behavior, frequently pausing to look around. The porch is illuminated by string lights, casting a warm glow on the scene. Some fallen leaves are scattered on the ground. A wooden chair is visible in the background on the right.","A fox appeared at the doorstep of a house and was consuming food there, causing damage to the homeowner's property. It even attacked people and other animals, causing trouble and is considered an anomaly.",,,,
smartbench_0738,ring_00409,Wildlife,Abnormal,"The video, captured by a Ring security camera, shows a snowy residential street scene with a squirrel. A gingerbread house, partially eaten, sits atop a platform alongside scattered birdseed, peanuts, and a marshmallow. The squirrel is perched on the platform, nibbling on the scattered food throughout the video. The background features a snow-dusted lawn, a street with bare trees, and houses. The sky is overcast.","A squirrel appears around the house, which is considered an anomaly as wild animals may cause damage to the homeowner's property and bring trouble.",,,,
smartbench_0739,ring_00411,Wildlife,Abnormal,"The video, captured by a Ring.com security camera, shows a wooden deck with a railing attached to a house. The deck is covered by a roof extension. It is nighttime, and the ground is covered with fallen leaves. Two black bears enter the deck from the left and engage in a brief, playful fight. One bear stands on its hind legs, leaning on the railing. The other bear swipes at the standing bear. After a few seconds, the standing bear drops to all fours, and both bears move out of the camera's view to the left. ","Two black bears appear at the front door of a house, playfully interacting with each other. The presence of these wild animals could potentially damage the homeowner's property, or even attack people and other animals, causing trouble. This is considered an anomaly.",,,,
smartbench_0740,ring_00415,Wildlife,Abnormal,"The video, captured by a Ring doorbell camera, shows a covered porch with a stack of firewood on the left and a two-car garage in the background. Two moose, one slightly larger than the other, walk from the right edge of the frame towards the porch. The larger moose pauses briefly to nibble on vegetation before both moose walk towards the camera. The camera view is slightly obscured by the larger moose as it passes. The environment appears to be daytime with natural light and overcast skies. There are no discernible changes in environmental conditions during the video.","Two deer appear at the front door of a house. Wild animals may cause damage to the homeowner's property and bring trouble, which is considered an anomaly.",,,,
smartbench_0741,ring_00416,Wildlife,Abnormal,"The video, captured by a Ring indoor security camera, shows a brightly lit living room and kitchen area decorated for Christmas. A silver Christmas tree adorned with blue and silver ornaments stands in the corner of the living room. A white couch with pillows and a blanket sits to the right of the tree, with a coffee table in front of it. A man in a gray jacket and blue jeans walks through the room. A small object, likely a bird, flies across the ceiling, causing him to crouch down and places the cup on the coffee table. A younger male wearing a black and white Adidas sweatshirt also crouches down and shouts as he noticed the bird. The male in the Adidas sweatshirt then opens the front door on the far side, behind the Christmas tree. The two men then walk towards the camera and kitchen, appearing to track the bird. The bird then eventually flies back across the room and presumedly goes out through the far front door. As the bird leaves, another man walks into the room wearing a dark jacket. The video ends with someone saying, 'Okay it's out' as the three men look towards the open front door.","A small bird flew into the house, startling the homeowner. Wild animals may cause damage to the homeowner's property and bring trouble, which is considered an anomaly.",,,,
